filename,method,nr_fuzzy_free,nr_fuzzy_mono
213.png,log,68.74085524695069,67.17599900498254
213.png,retinex,4.30176145674267,23.456191506660424
213.png,hist_eq,59.526858502252686,64.27747832748973
215.png,clahe,62.80738486417076,64.36849365974248
215.png,gamma,62.75757226797769,64.46240566269417
215.png,log,77.24784150534397,74.5825511333715
215.png,retinex,23.38605345737628,27.42449487116786
215.png,hist_eq,63.538479550008994,80.39592335943905
216.png,clahe,42.31455626974854,38.390984402593915
216.png,gamma,51.27338472649556,51.800414678608426
216.png,log,62.75757226797769,64.46240566269417
216.png,retinex,31.361561522325175,26.307718566968443
216.png,hist_eq,60.987512771117096,70.14629675851802
219.png,clahe,39.199849436051004,34.12582509008317
219.png,gamma,39.199849436051004,34.12582509008317
219.png,log,39.199849436051004,34.12582509008317
219.png,retinex,19.8413031502941,15.121688869243068
219.png,hist_eq,54.22030024455378,42.95605574860609
220.png,clahe,39.199849436051004,34.12582509008317
220.png,gamma,39.199849436051004,34.12582509008317
220.png,log,39.199849436051004,34.12582509008317
220.png,retinex,19.092055491638693,18.870722575558393
220.png,hist_eq,18.69930603754029,35.50854746063452
221.png,clahe,48.82226510074934,43.90531371742578
221.png,gamma,41.59000354098506,37.398809863065246
221.png,log,48.32251288848859,46.61804829327791
221.png,retinex,39.199849436051004,34.12582509008317
221.png,hist_eq,59.27301670942556,63.2575577178938
222.png,clahe,63.93377736462459,62.24489874777719
222.png,gamma,56.25480195464803,56.241292915072755
222.png,log,66.75197657457997,63.81623491425561
222.png,retinex,21.721295695507397,16.96726311309443
222.png,hist_eq,57.67502859047343,56.83694037881493
225.png,clahe,39.199849436051004,34.12582509008317
225.png,gamma,39.199849436051004,34.12582509008317
225.png,log,63.9990153349608,62.12190518929993
225.png,retinex,27.874099024943245,23.007422889898947
225.png,hist_eq,54.22030024455378,42.95605574860609
227.png,clahe,57.1531114160552,57.83970188900123
227.png,gamma,56.68465116002645,57.28612972793197
227.png,log,81.12766507054938,77.1744361872136
227.png,retinex,32.270487800501556,27.577899892231642
227.png,hist_eq,61.158546770306344,70.83350077946315
228.png,clahe,49.485472104513995,48.98852066725128
228.png,gamma,54.893678797929724,55.16976568606897
228.png,log,70.76607935863548,67.87520965157424
228.png,retinex,27.794612645096006,24.62062563441278
228.png,hist_eq,60.17426885713624,66.87873305571034
229.png,clahe,78.12322398916538,68.81623440010489
229.png,gamma,62.75757226797769,64.46240566269417
229.png,log,82.16944080802854,76.67054030990795
229.png,retinex,24.301792075135122,19.50051659152898
229.png,hist_eq,63.028029995940166,78.34496865038366
230.png,clahe,69.70222913555284,59.9965400008862
230.png,gamma,48.86723932876394,47.36397565452274
230.png,log,86.71774641266076,66.60530893497933
230.png,retinex,39.199849436051004,34.12582509008317
