filename,method,clipiqa_plus
46.png,retinex,0.3656099736690521
46.png,hist_eq,0.373529851436615
460.png,clahe,0.6273269057273865
460.png,gamma,0.5764753818511963
460.png,log,0.6005345582962036
460.png,retinex,0.4829922914505005
460.png,hist_eq,0.5705773830413818
464.png,clahe,0.5965651273727417
464.png,gamma,0.49362075328826904
464.png,log,0.5024964809417725
464.png,retinex,0.3994668424129486
464.png,hist_eq,0.5343350768089294
468.png,clahe,0.5227132439613342
468.png,gamma,0.556150496006012
468.png,log,0.5871908664703369
468.png,retinex,0.6060543060302734
468.png,hist_eq,0.6011454463005066
469.png,clahe,0.5241000056266785
469.png,gamma,0.5480773448944092
469.png,log,0.6988431215286255
