filename,method,brightness,contrast,entropy,colorfulness,sharpness,noise
136.png,retinex,0.7414818857230392,0.13746477808723548,6.1776814460754395,0.46441723902208765,0.14637813177969491,0.05820487031934548
136.png,hist_eq,0.4921227548636642,0.2720657629871959,6.972777366638184,0.3118478566284633,0.09810304225911556,0.05768462349540957
137.png,clahe,0.05689978506050858,0.029640574925204617,4.380765914916992,0.019975964200209098,0.0020954267599722688,0.008742188319511129
137.png,gamma,0.07009085860906862,0.03606678943258403,5.001124382019043,0.04548646790011484,0.0020737127118709226,0.0085434041081688
137.png,log,0.052832809149050246,0.041505831553072525,4.942842483520508,0.04577141819419852,0.0026922816206421452,0.008553409343129056
137.png,retinex,0.7763527664483763,0.11165798706505378,5.691468238830566,0.37144154261322126,0.1025157630659521,0.04404286653706198
137.png,hist_eq,0.5277573529411764,0.27495126739437153,7.211703300476074,0.30557914792351787,0.14194357468772384,0.07565450796997782
138.png,clahe,0.05679734173943015,0.029582985628521328,4.374549865722656,0.019880951262823295,0.0020909338659595776,0.008779822223600213
138.png,gamma,0.06952640309053308,0.03593616869070923,4.995241641998291,0.04541232043016557,0.002096203276622569,0.008655518606517853
138.png,log,0.05337380801930147,0.04195278013466159,4.973108291625977,0.04653244453698775,0.002771591156583619,0.008754098104273461
138.png,retinex,0.7753006280637255,0.11461182372798251,5.706678867340088,0.373525104709565,0.11222982933109225,0.04620887293597043
138.png,hist_eq,0.5272077971813726,0.27497906578695974,7.159759521484375,0.30812421219736635,0.143581046176722,0.07620596401667046
139.png,clahe,0.07197738348268995,0.024671948947113873,4.443371772766113,0.017460300037380787,0.0015559769115456935,0.00719429721036809
139.png,gamma,0.10063943301930148,0.03989508701023058,4.921874046325684,0.04030193013269745,0.0017198043064239712,0.007069104803378095
139.png,log,0.09307789522058824,0.048191376936928876,5.2157392501831055,0.04753443226412634,0.0030369612894256223,0.008673853072612533
139.png,retinex,0.8205208572686887,0.08415058968056782,4.8901262283325195,0.28746481677003505,0.05766903484333987,0.02683485277132007
139.png,hist_eq,0.5278969559015012,0.28866541002983154,7.480625152587891,0.23427654592343794,0.10531202770031986,0.06289217053424088
14.png,clahe,0.12866378484987745,0.057421093563256066,5.7834577560424805,0.016840567323849868,0.0031909088638454666,0.008798029719708085
14.png,gamma,0.1654901242723652,0.056337869634462294,5.635349273681641,0.027762028102806174,0.002295381014576552,0.006355431901543036
14.png,log,0.3139426437078738,0.1385956507937461,6.973325252532959,0.06600006576998227,0.012908680264833385,0.01526085283609102
14.png,retinex,0.9121963800168504,0.060985362321756,4.653377056121826,0.11089980318200819,0.019552931479983653,0.009944162396601891
14.png,hist_eq,0.5171109068627451,0.2916413693182865,7.876368999481201,0.09941668743984834,0.059227078469647025,0.03448273756255131
140.png,clahe,0.06926502900965073,0.0253053046946198,4.475722312927246,0.016043538931024667,0.0015153823818714973,0.007063238789987691
140.png,gamma,0.09441294950597426,0.04169255775838283,4.962681770324707,0.03514966836836606,0.0017771665144909383,0.007258264689720584
140.png,log,0.08450209673713235,0.048381936378995426,5.19393253326416,0.040050391365641855,0.0029843494064478587,0.008591068641215498
